LOCATION_ID,GENDER,AGEGRP,DATE,COVID_COUNT,COUNTY_NAME
18001,M,70-79,2020-10-24 00:00:00,1,Adams
18001,M,70-79,2020-10-25 00:00:00,4,Adams
18001,M,70-79,2020-10-26 00:00:00,2,Adams
18001,M,80+,2020-08-08 00:00:00,1,Adams
18001,M,80+,2020-08-14 00:00:00,1,Adams
18001,M,80+,2020-08-17 00:00:00,1,Adams
18001,M,80+,2020-08-20 00:00:00,1,Adams
18001,M,80+,2020-09-11 00:00:00,1,Adams
18001,M,80+,2020-09-22 00:00:00,1,Adams
18001,M,80+,2020-09-27 00:00:00,1,Adams
18001,M,80+,2020-10-01 00:00:00,1,Adams
18001,M,80+,2020-10-10 00:00:00,1,Adams
18001,M,80+,2020-10-12 00:00:00,1,Adams
18001,M,80+,2020-10-15 00:00:00,1,Adams
18001,M,80+,2020-10-17 00:00:00,2,Adams
18001,M,80+,2020-10-20 00:00:00,1,Adams
18001,M,80+,2020-10-21 00:00:00,1,Adams
18001,M,80+,2020-10-24 00:00:00,2,Adams
18001,M,80+,2020-10-25 00:00:00,1,Adams
18001,M,80+,2020-10-26 00:00:00,1,Adams
18001,Unknown,20-29,2020-09-07 00:00:00,1,Adams
18003,F,0-19,2020-04-08 00:00:00,1,Allen
18003,F,0-19,2020-04-10 00:00:00,1,Allen
18003,F,0-19,2020-04-17 00:00:00,1,Allen
18003,F,0-19,2020-04-23 00:00:00,1,Allen
18003,F,0-19,2020-04-24 00:00:00,2,Allen
18003,F,0-19,2020-04-25 00:00:00,1,Allen
18003,F,0-19,2020-05-05 00:00:00,1,Allen
18003,F,0-19,2020-05-06 00:00:00,3,Allen
18003,F,0-19,2020-05-07 00:00:00,2,Allen
18003,F,0-19,2020-05-09 00:00:00,1,Allen
18003,F,0-19,2020-05-14 00:00:00,4,Allen
18003,F,0-19,2020-05-15 00:00:00,2,Allen
18003,F,0-19,2020-05-18 00:00:00,3,Allen
18003,F,0-19,2020-05-20 00:00:00,1,Allen
18003,F,0-19,2020-05-21 00:00:00,4,Allen
18003,F,0-19,2020-05-22 00:00:00,3,Allen
18003,F,0-19,2020-05-23 00:00:00,5,Allen
18003,F,0-19,2020-05-24 00:00:00,4,Allen
18003,F,0-19,2020-05-27 00:00:00,6,Allen
18003,F,0-19,2020-05-28 00:00:00,3,Allen
18003,F,0-19,2020-05-29 00:00:00,6,Allen
18003,F,0-19,2020-05-31 00:00:00,4,Allen
18003,F,0-19,2020-06-01 00:00:00,4,Allen
18003,F,0-19,2020-06-02 00:00:00,2,Allen
18003,F,0-19,2020-06-03 00:00:00,4,Allen
18003,F,0-19,2020-06-04 00:00:00,6,Allen
18003,F,0-19,2020-06-05 00:00:00,1,Allen
18003,F,0-19,2020-06-06 00:00:00,3,Allen
18003,F,0-19,2020-06-07 00:00:00,1,Allen
18003,F,0-19,2020-06-08 00:00:00,2,Allen
18003,F,0-19,2020-06-09 00:00:00,2,Allen
18003,F,0-19,2020-06-10 00:00:00,2,Allen
18003,F,0-19,2020-06-11 00:00:00,4,Allen
18003,F,0-19,2020-06-12 00:00:00,1,Allen
18003,F,0-19,2020-06-14 00:00:00,3,Allen
18003,F,0-19,2020-06-15 00:00:00,1,Allen
18003,F,0-19,2020-06-16 00:00:00,2,Allen
18003,F,0-19,2020-06-17 00:00:00,2,Allen
18003,F,0-19,2020-06-18 00:00:00,3,Allen
18003,F,0-19,2020-06-19 00:00:00,3,Allen
18003,F,0-19,2020-06-20 00:00:00,1,Allen
18003,F,0-19,2020-06-21 00:00:00,1,Allen
18003,F,0-19,2020-06-23 00:00:00,4,Allen
18003,F,0-19,2020-06-24 00:00:00,1,Allen
18003,F,0-19,2020-06-25 00:00:00,2,Allen
18003,F,0-19,2020-06-26 00:00:00,1,Allen
18003,F,0-19,2020-06-27 00:00:00,1,Allen
18003,F,0-19,2020-06-28 00:00:00,2,Allen
18003,F,0-19,2020-07-01 00:00:00,1,Allen
18003,F,0-19,2020-07-02 00:00:00,1,Allen
18003,F,0-19,2020-07-03 00:00:00,2,Allen
18003,F,0-19,2020-07-04 00:00:00,1,Allen
18003,F,0-19,2020-07-05 00:00:00,1,Allen
18003,F,0-19,2020-07-07 00:00:00,1,Allen
18003,F,0-19,2020-07-09 00:00:00,1,Allen
18003,F,0-19,2020-07-10 00:00:00,2,Allen
18003,F,0-19,2020-07-12 00:00:00,1,Allen
